date,open,high,low,close,label
2017-11-03,28.86,29.62,28.03,28.15,31.8
2017-11-02,31.8,31.8,30.45,30.45,33.85
2017-11-01,33.85,34.34,33.1,33.83,32.62
2017-10-31,32.62,35.22,32.2,34.44,32.56
2017-10-30,32.56,34.4,31.85,32.06,31.45
2017-10-27,31.45,33.2,31.45,33.11,29.3
2017-10-26,29.3,32.7,28.92,32.41,27.86
2017-10-25,27.86,30.45,27.54,29.73,28.2
2017-10-24,28.2,28.75,27.22,28.05,29.0
2017-10-23,29.0,31.16,28.9,29.79,29.2
2017-10-20,29.2,29.83,27.85,28.33,25.61
2017-10-19,25.61,27.2,25.61,27.16,25.63
2017-10-18,25.63,26.41,25.5,25.69,25.3
2017-10-17,25.3,25.88,25.23,25.43,26.4
2017-10-16,26.4,26.48,25.03,25.19,26.26
2017-10-13,26.26,26.54,26.14,26.35,26.28
2017-10-12,26.28,26.51,25.92,26.26,27.26
2017-10-11,27.26,27.37,26.02,26.31,27.12
2017-10-10,27.12,27.49,26.75,27.12,27.8
2017-10-09,27.8,28.22,27.0,27.35,27.49
2017-09-29,27.49,27.88,27.04,27.79,27.58
2017-09-28,27.58,28.1,27.11,27.28,26.52
2017-09-27,26.52,29.01,26.52,28.26,24.87
2017-09-26,24.87,26.66,24.85,26.52,25.78
2017-09-25,25.78,26.16,24.67,24.91,27.0
2017-09-22,27.0,27.18,25.87,26.18,26.03
2017-09-21,26.03,28.48,25.7,27.73,25.66
2017-09-20,25.66,26.08,25.35,25.89,25.95
2017-09-19,25.95,26.52,25.53,25.74,26.66
2017-09-18,26.66,26.66,25.53,25.95,26.58
2017-09-15,26.58,27.76,26.33,26.89,26.7
2017-09-14,26.7,27.1,26.42,26.73,27.2
2017-09-13,27.2,27.85,26.66,26.95,27.18
2017-09-12,27.18,28.55,26.31,27.46,26.9
2017-09-11,26.9,27.55,26.56,27.09,25.5
2017-09-08,25.5,27.47,25.32,26.93,24.41
2017-09-07,24.41,26.9,24.2,25.57,23.51
2017-09-06,23.51,24.88,23.38,24.51,23.76
2017-09-05,23.76,24.32,23.31,23.95,24.45
2017-09-04,24.45,24.45,23.3,23.76,25.33
2017-09-01,25.33,25.5,24.78,25.04,24.16
2017-08-31,24.16,25.88,23.78,25.62,23.25
2017-08-30,23.25,24.6,23.21,24.15,23.45
2017-08-29,23.45,23.85,23.04,23.06,23.45
2017-08-28,23.45,23.7,23.05,23.5,22.5
2017-08-25,22.5,23.6,22.5,23.37,22.87
2017-08-24,22.87,23.25,22.47,22.62,23.9
2017-08-23,23.9,24.06,22.85,23.07,22.55
2017-08-22,22.55,24.98,22.38,24.35,22.6
2017-08-21,22.6,22.88,22.14,22.71,21.75
2017-08-18,21.75,22.98,21.51,22.4,21.8
2017-08-17,21.8,22.05,21.65,21.88,21.37
2017-08-16,21.37,22.07,21.35,21.89,21.52
2017-08-15,21.52,21.68,21.34,21.44,21.1
2017-08-14,21.1,21.56,20.93,21.5,21.85
2017-08-11,21.85,22.09,21.1,21.23,21.45
2017-08-10,21.45,22.2,21.36,22.05,21.62
2017-08-09,21.62,21.62,21.23,21.4,21.62
2017-08-08,21.62,21.8,21.49,21.66,21.6
2017-08-07,21.6,21.97,21.49,21.69,22.1
2017-08-04,22.1,22.27,21.44,21.49,22.18
2017-08-03,22.18,22.46,21.99,22.28,22.13
2017-08-02,22.13,22.49,21.86,21.89,22.65
2017-08-01,22.65,23.18,22.3,22.38,22.78
2017-07-31,22.78,22.9,21.84,22.79,22.6
2017-07-28,22.6,23.36,22.5,23.01,23.39
2017-07-27,23.39,23.39,22.63,22.76,23.53
2017-07-26,23.53,23.92,22.85,23.4,23.07
2017-07-25,23.07,24.2,22.64,23.7,22.8
2017-07-24,22.8,23.79,22.63,23.03,22.75
2017-07-21,22.75,23.98,22.75,23.2,22.52
2017-07-20,22.52,23.1,22.36,22.67,21.14
2017-07-19,21.14,22.86,20.86,22.61,20.63
2017-07-18,20.63,21.58,20.63,21.26,22.64
2017-07-17,22.64,22.66,20.58,20.97,23.28
2017-07-14,23.28,24.29,22.8,22.87,23.6
2017-07-13,23.6,23.6,22.81,23.47,22.26
2017-07-12,22.26,23.95,22.26,23.81,22.99
2017-07-11,22.99,24.0,21.85,22.23,21.11
2017-07-10,21.11,23.44,21.06,23.13,20.8
2017-07-07,20.8,21.44,20.65,21.31,20.86
2017-07-06,20.86,21.19,20.69,20.98,20.59
2017-07-05,20.59,21.14,20.51,21.01,21.97
2017-07-04,21.97,21.99,20.75,20.78,21.59
2017-07-03,21.59,22.14,21.37,21.98,21.6
2017-06-30,21.6,21.74,21.13,21.56,21.78
2017-06-29,21.78,21.94,21.47,21.74,22.2
2017-06-28,22.2,22.37,21.41,21.67,23.1
2017-06-27,23.1,23.24,22.06,22.2,23.3
2017-06-26,23.3,23.87,22.57,23.26,24.0
2017-06-23,24.0,24.47,23.34,23.34,23.32
2017-06-22,23.32,25.93,23.26,25.93,23.0
2017-06-21,23.0,23.84,22.9,23.57,23.75
2017-06-20,23.75,24.45,22.22,24.08,21.0
2017-06-19,21.0,22.85,20.94,22.5,20.41
2017-06-16,20.41,21.78,20.41,20.8,19.33
2017-06-15,19.33,20.35,19.33,20.21,19.31
2017-06-14,19.31,19.91,19.11,19.3,18.25
2017-06-13,18.25,19.35,18.25,19.12,18.8
2017-06-12,18.8,18.8,18.1,18.14,19.2
2017-06-09,19.2,19.2,18.6,19.07,19.35
2017-06-08,19.35,19.5,18.93,19.0,18.59
2017-06-07,18.59,19.44,18.59,19.3,18.74
2017-06-06,18.74,18.8,18.4,18.55,18.16
2017-06-05,18.16,18.94,18.14,18.69,18.15
2017-06-02,18.15,18.19,17.65,18.18,17.9
2017-06-01,17.9,18.24,17.73,17.94,17.85
2017-05-31,17.85,18.25,17.8,17.91,17.1
2017-05-26,17.1,17.95,17.0,17.77,16.95
2017-05-25,16.95,17.15,16.84,16.99,17.2
2017-05-24,17.2,17.41,16.72,16.82,17.75
2017-05-23,17.75,17.99,17.36,17.41,17.85
2017-05-22,17.85,18.06,17.69,17.74,17.81
2017-05-19,17.81,18.07,17.8,17.85,17.8
2017-05-18,17.8,18.09,17.75,17.8,17.87
2017-05-17,17.87,18.29,17.75,17.93,17.5
2017-05-16,17.5,17.71,17.18,17.7,17.3
2017-05-15,17.3,17.76,17.3,17.51,17.85
2017-05-12,17.85,17.97,17.13,17.6,18.35
2017-05-11,18.35,18.35,17.51,17.92,18.63
2017-05-10,18.63,18.8,18.27,18.32,18.53
2017-05-09,18.53,18.83,18.48,18.72,18.58
2017-05-08,18.58,18.85,18.45,18.52,19.1
2017-05-05,19.1,19.24,18.5,18.64,19.31
2017-05-04,19.31,19.35,19.01,19.11,19.28
2017-05-03,19.28,19.65,19.11,19.35,19.2
2017-05-02,19.2,19.76,19.1,19.38,18.87
2017-04-28,18.87,19.5,18.75,19.45,18.9
2017-04-27,18.9,18.92,18.26,18.74,18.85
2017-04-26,18.85,19.0,18.55,18.8,18.88
2017-04-25,18.88,19.05,18.7,18.75,19.58
2017-04-24,19.58,19.58,18.7,18.72,19.49
2017-04-21,19.49,19.74,19.38,19.63,20.07
2017-04-20,20.07,20.16,19.21,19.5,21.3
2017-04-19,21.3,21.53,20.0,20.23,20.61
2017-04-18,20.61,21.78,20.52,21.47,20.67
2017-04-17,20.67,21.54,20.43,20.84,21.21
2017-04-14,21.21,21.42,20.51,20.66,21.3
2017-04-13,21.3,21.8,21.02,21.43,20.26
2017-04-12,20.26,22.66,20.26,21.41,20.36
2017-04-11,20.36,20.86,20.03,20.66,21.3
2017-04-10,21.3,21.4,19.72,20.73,20.81
2017-04-07,20.81,22.36,20.81,21.91,21.0
2017-04-06,21.0,21.26,20.65,20.81,19.73
2017-04-05,19.73,21.58,19.73,20.99,19.9
2017-03-31,19.9,19.96,19.61,19.68,19.68
2017-03-30,19.68,20.17,19.63,19.91,19.8
2017-03-29,19.8,19.94,19.56,19.67,19.78
2017-03-28,19.78,19.84,19.54,19.7,19.91
2017-03-27,19.91,20.27,19.64,19.76,19.5
2017-03-24,19.5,20.17,19.35,19.96,19.88
2017-03-23,19.88,20.16,19.28,19.5,20.19
2017-03-22,20.19,20.24,19.88,19.89,20.47
2017-03-21,20.47,20.55,20.18,20.34,20.4
2017-03-20,20.4,20.62,20.21,20.48,20.6
2017-03-17,20.6,20.78,20.32,20.42,20.6
2017-03-16,20.6,20.78,20.5,20.57,20.8
2017-03-15,20.8,20.87,20.57,20.58,20.52
2017-03-14,20.52,21.2,20.52,20.89,20.92
2017-03-13,20.92,20.99,20.0,20.78,20.96
2017-03-10,20.96,21.29,20.89,21.11,21.17
2017-03-09,21.17,21.19,20.84,20.93,21.3
2017-03-08,21.3,21.38,21.02,21.1,21.88
2017-03-07,21.88,21.94,21.3,21.41,22.13
2017-03-06,22.13,22.2,21.75,21.98,21.79
2017-03-03,21.79,22.44,21.68,21.94,22.0
2017-03-02,22.0,22.08,21.71,21.79,21.61
2017-03-01,21.61,22.48,21.61,22.08,21.52
2017-02-28,21.52,21.87,21.52,21.63,21.82
2017-02-27,21.82,21.93,21.5,21.53,22.08
2017-02-24,22.08,22.18,21.61,21.93,20.99
2017-02-23,20.99,22.82,20.89,22.22,21.35
2017-02-22,21.35,21.39,20.73,20.88,21.7
2017-02-21,21.7,21.7,21.22,21.33,21.46
2017-02-20,21.46,21.8,21.3,21.59,22.17
2017-02-17,22.17,22.26,21.42,21.59,21.57
2017-02-16,21.57,22.38,21.5,22.35,21.5
2017-02-15,21.5,22.29,21.3,21.78,20.75
2017-02-14,20.75,21.49,20.7,21.23,20.38
2017-02-13,20.38,20.98,20.27,20.79,20.72
2017-02-10,20.72,20.81,20.42,20.45,20.52
2017-02-09,20.52,20.82,20.42,20.67,20.55
2017-02-08,20.55,21.1,20.3,20.65,19.97
2017-02-07,19.97,21.2,19.68,20.89,19.35
2017-02-06,19.35,21.09,19.35,20.45,19.13
2017-02-03,19.13,19.28,18.81,19.17,19.3
2017-01-26,19.3,19.37,19.09,19.19,19.15
2017-01-25,19.15,19.24,19.07,19.16,19.29
2017-01-24,19.29,19.44,19.01,19.11,19.11
2017-01-23,19.11,19.36,19.06,19.15,18.63
2017-01-20,18.63,19.2,18.56,19.12,18.67
2017-01-19,18.67,18.88,18.48,18.63,18.65
2017-01-18,18.65,18.99,18.48,18.65,18.51
2017-01-17,18.51,18.88,18.0,18.65,19.95
2017-01-16,19.95,19.95,17.96,18.47,20.26
2017-01-13,20.26,20.49,19.82,19.96,20.05
2017-01-12,20.05,20.83,20.05,20.4,20.31
2017-01-11,20.31,20.34,20.02,20.05,20.22
2017-01-10,20.22,20.45,20.06,20.2,20.38
2017-01-09,20.38,20.56,19.75,20.4,20.0
2017-01-06,20.0,20.5,19.97,20.19,19.78
2017-01-05,19.78,20.4,19.47,20.06,19.44
2017-01-04,19.44,19.96,19.39,19.77,19.4
2017-01-03,19.4,19.68,19.3,19.48,19.6
2016-12-30,19.6,19.99,19.31,19.35,19.38
2016-12-29,19.38,20.43,19.15,19.84,19.59
2016-12-28,19.59,19.73,19.37,19.41,19.68
2016-12-27,19.68,19.87,19.46,19.51,19.81
2016-12-26,19.81,19.9,19.0,19.89,20.46
2016-12-23,20.46,20.48,19.7,19.84,18.5
2016-12-22,18.5,20.42,18.45,20.42,18.49
2016-12-21,18.49,18.62,18.2,18.56,18.45
2016-12-20,18.45,18.48,18.2,18.38,18.5
2016-12-19,18.5,18.68,18.35,18.53,18.53
2016-12-16,18.53,18.85,18.45,18.48,17.98
2016-12-15,17.98,18.86,17.88,18.48,18.11
2016-12-14,18.11,18.5,17.55,18.04,19.04
2016-12-13,19.04,19.15,17.18,18.44,19.48
2016-12-12,19.48,19.92,18.98,19.02,20.91
2016-12-09,20.91,20.99,19.37,19.4,21.3
2016-12-08,21.3,21.39,20.85,20.91,21.14
2016-12-07,21.14,21.32,20.82,21.3,21.18
2016-12-06,21.18,21.38,20.85,20.98,20.85
2016-12-05,20.85,21.38,20.82,21.2,21.58
2016-12-02,21.58,21.59,20.75,21.07,21.5
2016-12-01,21.5,21.7,21.17,21.48,22.21
2016-11-30,22.21,22.37,21.14,21.48,25.0
2016-11-29,25.0,25.1,22.87,22.87,24.5
2016-11-16,24.5,25.52,24.5,25.4,24.36
2016-11-15,24.36,24.98,24.15,24.65,25.22
2016-11-14,25.22,25.23,24.15,24.36,24.9
2016-11-11,24.9,25.3,24.5,25.11,24.48
2016-11-10,24.48,25.4,24.23,24.96,24.4
2016-11-09,24.4,24.79,23.63,24.44,23.17
2016-11-08,23.17,24.5,22.95,24.46,23.11
2016-11-07,23.11,23.39,22.84,23.06,23.17
2016-11-04,23.17,23.65,22.8,23.3,23.16
2016-11-03,23.16,23.51,22.65,23.2,23.8
2016-11-02,23.8,23.99,23.0,23.1,24.1
2016-11-01,24.1,24.6,23.63,23.9,23.78
2016-10-31,23.78,24.75,23.51,24.27,24.1
2016-10-28,24.1,24.2,23.05,23.89,23.89
2016-10-27,23.89,24.28,23.89,24.02,23.25
2016-10-26,23.25,24.56,22.8,24.1,21.61
2016-10-25,21.61,23.58,21.61,23.25,21.15
2016-10-24,21.15,21.98,21.04,21.88,21.15
2016-10-21,21.15,21.34,20.78,20.97,21.25
2016-10-20,21.25,21.4,21.08,21.23,21.35
2016-10-19,21.35,21.56,21.09,21.25,21.14
2016-10-18,21.14,21.35,20.81,21.33,21.99
2016-10-17,21.99,22.09,20.96,20.98,22.2
2016-10-14,22.2,22.2,21.48,21.75,22.43
2016-10-13,22.43,22.75,22.13,22.25,22.3
2016-10-12,22.3,23.25,22.12,22.63,21.59
2016-10-11,21.59,22.47,21.59,22.37,21.9
2016-10-10,21.9,21.9,21.11,21.75,21.19
2016-09-30,21.19,21.75,21.13,21.6,20.85
2016-09-29,20.85,21.85,20.56,21.29,19.88
2016-09-28,19.88,20.98,19.71,20.86,19.3
2016-09-27,19.3,19.9,19.29,19.88,21.03
2016-09-26,21.03,21.1,19.19,19.3,21.06
2016-09-23,21.06,21.53,20.8,21.19,20.95
2016-09-22,20.95,21.5,20.94,21.06,20.78
2016-09-21,20.78,20.96,20.62,20.92,21.16
2016-09-20,21.16,21.31,20.44,20.79,21.95
2016-09-19,21.95,22.1,21.1,21.15,21.8
2016-09-14,21.8,22.06,21.6,21.92,22.1
2016-09-13,22.1,22.3,21.58,21.9,22.5
2016-09-12,22.5,22.77,21.5,21.94,23.92
2016-09-09,23.92,24.06,22.6,23.08,24.8
2016-09-08,24.8,24.8,23.81,24.25,23.2
2016-09-07,23.2,24.94,23.0,24.48,22.74
2016-09-06,22.74,24.07,22.74,22.99,22.57
2016-09-05,22.57,23.48,22.57,22.78,22.33
2016-09-02,22.33,23.8,22.33,22.85,20.85
2016-09-01,20.85,22.86,20.75,22.86,20.92
2016-08-31,20.92,20.94,20.65,20.77,21.12
2016-08-30,21.12,21.3,20.61,20.7,21.87
2016-08-29,21.87,21.87,21.0,21.09,21.79
2016-08-26,21.79,21.95,21.61,21.74,21.8
2016-08-25,21.8,22.03,21.53,21.75,21.88
2016-08-24,21.88,22.38,21.75,22.03,22.41
2016-08-23,22.41,22.41,21.38,21.54,22.08
2016-08-22,22.08,22.4,21.8,22.19,22.6
2016-08-19,22.6,22.6,21.99,22.12,22.41
2016-08-18,22.41,23.04,22.22,22.6,22.51
2016-08-17,22.51,22.78,21.83,22.4,21.81
2016-08-16,21.81,23.0,21.81,22.79,21.6
2016-08-15,21.6,22.38,21.18,21.99,20.77
2016-08-12,20.77,21.6,20.71,21.34,21.09
2016-08-11,21.09,21.25,20.77,20.85,21.44
2016-08-10,21.44,21.5,20.98,21.0,21.14
2016-08-09,21.14,21.7,20.8,21.7,21.41
2016-08-08,21.41,21.55,20.8,21.14,22.15
2016-08-05,22.15,22.7,21.55,21.66,21.79
2016-08-04,21.79,22.0,21.31,21.9,21.0
2016-08-03,21.0,22.45,20.51,22.16,20.55
2016-08-02,20.55,21.12,20.17,20.8,20.37
2016-08-01,20.37,21.22,20.03,20.46,20.92
2016-07-29,20.92,21.74,20.52,20.73,21.98
2016-07-28,21.98,22.14,20.85,21.14,21.82
2016-07-27,21.82,23.35,21.3,22.67,22.15
2016-07-26,22.15,22.78,21.2,21.62,20.17
2016-07-25,20.17,21.98,20.0,21.98,19.41
2016-07-22,19.41,20.8,18.82,19.96,18.31
2016-07-21,18.31,19.53,18.25,19.1,18.17
2016-07-20,18.17,18.73,18.09,18.47,18.3
2016-07-19,18.3,18.3,17.9,18.0,18.0
2016-07-18,18.0,18.52,18.0,18.31,17.69
2016-07-15,17.69,18.79,17.69,18.32,17.6
2016-07-14,17.6,17.73,17.21,17.67,17.88
2016-07-13,17.88,17.89,17.53,17.63,17.82
2016-07-12,17.82,17.95,17.05,17.57,18.0
2016-07-11,18.0,18.5,17.71,17.95,19.5
2016-07-08,19.5,19.5,18.15,18.45,18.66
2016-07-07,18.66,18.66,18.41,18.66,16.96
2016-07-06,16.96,16.96,16.96,16.96,15.24
2016-03-15,15.24,15.51,15.12,15.42,15.02
2016-03-14,15.02,15.55,15.02,15.24,14.97
2016-03-11,14.97,14.97,14.49,14.75,15.25
2016-03-10,15.25,15.41,15.01,15.01,15.48
2016-03-09,15.48,15.6,15.15,15.28,15.5
2016-03-08,15.5,15.77,14.8,15.75,15.17
2016-03-07,15.17,15.75,15.17,15.42,15.84
2016-03-04,15.84,16.15,15.0,15.19,15.1
2016-03-03,15.1,16.71,15.1,16.12,14.4
2016-03-02,14.4,15.2,14.36,15.18,14.02
2016-03-01,14.02,14.6,14.02,14.4,14.82
2016-02-29,14.82,14.93,13.8,14.01,15.15
2016-02-26,15.15,15.39,14.31,14.85,16.5
2016-02-25,16.5,16.61,15.06,15.06,15.98
2016-02-24,15.98,16.75,15.83,16.74,16.56
2016-02-23,16.56,16.58,15.7,16.18,16.35
2016-02-22,16.35,16.59,16.22,16.48,15.92
2016-02-19,15.92,16.18,15.3,16.08,16.12
2016-02-18,16.12,16.36,15.8,15.98,15.6
2016-02-17,15.6,16.7,15.55,16.11,15.11
2016-02-16,15.11,15.71,15.1,15.62,14.68
2016-02-15,14.68,15.19,14.54,15.05,15.02
2016-02-05,15.02,15.9,15.02,15.3,14.52
2016-02-04,14.52,15.25,14.52,15.15,14.5
2016-02-03,14.5,14.53,14.25,14.47,14.15
2016-02-02,14.15,14.71,14.05,14.55,13.99
2016-02-01,13.99,14.28,13.9,14.1,13.59
2016-01-29,13.59,14.21,13.3,13.97,13.96
2016-01-28,13.96,14.21,13.4,13.56,14.64
2016-01-27,14.64,14.69,13.26,13.99,15.76
2016-01-26,15.76,15.88,14.38,14.53,15.78
2016-01-25,15.78,16.15,15.66,15.9,15.5
2016-01-22,15.5,15.81,15.13,15.57,15.7
2016-01-21,15.7,16.2,15.0,15.4,16.05
2016-01-20,16.05,16.38,15.75,16.01,15.55
2016-01-19,15.55,16.25,15.33,16.22,14.97
2016-01-18,14.97,15.72,14.7,15.56,15.71
2016-01-15,15.71,16.1,15.21,15.42,14.86
2016-01-14,14.86,16.0,14.39,15.94,15.45
2016-01-13,15.45,15.88,14.75,15.28,15.9
2016-01-12,15.9,16.1,15.0,15.3,16.59
2016-01-11,16.59,17.24,15.9,15.9,18.5
2016-01-08,18.5,18.57,16.3,17.67,19.7
2016-01-07,19.7,19.7,18.04,18.04,19.9
2016-01-06,19.9,20.28,19.53,20.05,19.0
2016-01-05,19.0,21.15,19.0,19.83,22.8
2016-01-04,22.8,22.84,20.68,20.69,21.9
2015-12-31,21.9,23.38,21.9,22.98,21.88
2015-12-30,21.88,21.96,21.36,21.85,21.86
2015-12-29,21.86,22.27,21.3,21.78,23.2
2015-12-28,23.2,23.4,21.85,21.89,23.18
2015-12-25,23.18,23.3,22.82,23.19,24.05
2015-12-24,24.05,24.05,22.88,23.05,23.97
2015-12-23,23.97,24.44,23.66,24.11,23.8
2015-12-22,23.8,24.1,23.5,23.8,24.2
2015-12-21,24.2,24.8,23.7,23.95,23.53
2015-12-18,23.53,24.66,23.43,23.99,22.5
2015-12-17,22.5,23.35,22.5,23.33,22.59
2015-12-16,22.59,22.65,22.15,22.24,22.24
2015-12-15,22.24,22.66,22.01,22.32,21.61
2015-12-14,21.61,22.31,21.5,22.29,21.81
2015-12-11,21.81,22.39,21.6,21.89,21.85
2015-12-10,21.85,23.36,21.84,22.2,21.06
2015-12-09,21.06,21.87,21.01,21.3,21.93
2015-12-08,21.93,21.93,21.0,21.06,21.45
2015-12-07,21.45,22.15,21.09,22.02,21.1
2015-12-04,21.1,21.88,21.03,21.45,20.66
2015-12-03,20.66,21.32,20.66,21.18,21.3
2015-12-02,21.3,21.37,20.3,20.81,20.38
2015-12-01,20.38,22.0,20.01,21.25,21.18
2015-11-30,21.18,21.98,19.29,20.44,23.35
2015-11-27,23.35,23.43,21.17,21.17,23.85
2015-11-26,23.85,24.08,23.5,23.53,23.4
2015-11-25,23.4,24.15,23.4,23.85,23.26
2015-11-24,23.26,23.75,22.86,23.64,24.55
2015-11-23,24.55,24.61,23.25,23.3,23.93
2015-11-20,23.93,24.49,23.53,24.23,23.72
2015-11-19,23.72,24.26,23.01,23.91,26.17
2015-11-18,26.17,26.28,23.8,24.01,27.62
2015-11-17,27.62,27.69,25.9,26.1,24.51
2015-11-16,24.51,26.28,24.1,26.05,24.1
2015-11-13,24.1,26.35,24.1,24.95,24.62
2015-11-12,24.62,24.64,23.68,24.03,24.2
2015-11-11,24.2,25.1,23.8,24.65,23.5
2015-11-10,23.5,24.79,23.5,24.79,22.04
2015-11-09,22.04,23.11,22.04,22.54,22.18
2015-11-06,22.18,22.65,22.0,22.33,22.3
2015-11-05,22.3,23.15,21.88,22.2,20.95
2015-11-04,20.95,21.99,20.93,21.85,20.89
2015-11-03,20.89,21.33,20.0,20.89,20.35
2015-11-02,20.35,21.3,19.86,20.44,20.85
2015-10-30,20.85,21.0,20.5,20.61,21.02
2015-10-29,21.02,21.36,20.65,20.94,21.9
2015-10-28,21.9,22.12,20.2,20.62,21.49
2015-10-27,21.49,22.18,20.39,21.79,23.32
2015-10-26,23.32,23.46,21.06,21.85,21.21
2015-10-23,21.21,22.43,20.71,22.43,18.65
2015-10-22,18.65,20.39,18.65,20.39,19.96
2015-10-21,19.96,20.5,18.23,18.54,19.86
2015-10-20,19.86,20.39,19.66,19.95,20.55
2015-10-19,20.55,20.7,19.56,19.65,20.32
2015-10-16,20.32,21.0,19.5,20.4,18.61
2015-10-15,18.61,20.2,18.61,19.96,18.15
2015-10-14,18.15,19.9,17.81,18.9,16.61
2015-10-13,16.61,18.5,16.6,18.5,16.2
2015-10-12,16.2,17.18,16.01,16.81,16.11
2015-10-09,16.11,16.33,15.99,16.19,16.03
2015-10-08,16.03,16.5,15.75,16.27,15.3
2015-09-30,15.3,15.85,14.98,15.67,14.96
2015-09-29,14.96,16.0,14.81,15.47,14.95
2015-09-28,14.95,15.28,14.3,15.08,15.5
2015-09-25,15.5,15.95,15.03,15.29,15.22
2015-09-24,15.22,15.7,15.1,15.4,14.94
2015-09-23,14.94,15.45,14.6,15.15,14.53
2015-09-22,14.53,15.19,14.48,14.97,13.9
2015-09-21,13.9,14.57,13.73,14.55,14.1
2015-09-18,14.1,14.4,13.51,14.02,14.58
2015-09-17,14.58,15.35,13.92,13.95,13.43
2015-09-16,13.43,14.65,13.4,14.64,13.74
2015-09-15,13.74,14.25,13.1,13.34,16.62
2015-09-14,16.62,16.64,14.46,14.46,15.0
2015-09-11,15.0,16.07,14.61,16.07,14.0
2015-09-10,14.0,15.28,13.8,14.62,13.95
2015-09-09,13.95,14.88,13.95,14.63,12.89
2015-09-08,12.89,13.98,12.67,13.85,12.92
2015-09-07,12.92,13.38,12.63,12.77,12.3
2015-09-02,12.3,14.11,12.3,12.36,14.78
2015-09-01,14.78,14.78,13.46,13.46,16.13
2015-08-31,16.13,16.2,14.95,14.95,15.4
2015-08-28,15.4,16.46,15.0,16.46,15.5
2015-08-27,15.5,16.5,14.0,14.97,17.0
2015-08-26,17.0,18.35,15.56,15.56,17.29
2015-08-25,17.29,17.29,17.29,17.29,20.0
2015-08-24,20.0,20.4,19.21,19.21,20.62
2015-08-21,20.62,21.9,19.18,20.36,20.98
2015-08-20,20.98,22.67,20.3,21.29,19.0
2015-08-19,19.0,21.0,18.14,20.79,22.4
2015-08-18,22.4,22.4,20.16,20.16,21.67
2015-08-17,21.67,22.49,21.43,22.4,21.61
2015-08-14,21.61,22.83,21.61,21.95,20.23
2015-08-13,20.23,21.54,20.01,21.41,19.35
2015-08-12,19.35,20.64,19.1,20.0,19.6
2015-08-11,19.6,20.12,19.0,19.7,18.22
2015-08-10,18.22,19.65,18.22,19.54,17.47
2015-08-07,17.47,17.99,17.47,17.98,16.94
2015-08-06,16.94,17.98,16.81,17.35,17.4
